Kommunnamn,RegSO,(sum)DEAD,(sum)DEAD_COVID_19,DEAD_per_pop,COVID_19_per_pop,ln_DEAD,ln_COVID_19,ln_DEAD_per_pop,ln_COVID_19_per_pop,Population
Sandviken,Storvik,36,6,0.02,0.00,3.58,1.79,-4.11,-5.90,2191
Sandviken,Årsunda,14,2,0.02,0.00,2.64,0.69,-4.17,-6.12,910
Sigtuna,Arenberga-Västra Norrbacka,18,3,0.01,0.00,2.89,1.10,-4.46,-6.25,1557
Sigtuna,Björkbacka-Tilsjö,4,0,0.00,0.00,1.39,,-5.80,,1325
Sigtuna,Broby,24,5,0.02,0.00,3.18,1.61,-4.13,-5.70,1490
Sigtuna,Centrala Märsta,13,0,0.01,0.00,2.56,,-4.82,,1614
Sigtuna,Centrala Valsta,16,7,0.01,0.00,2.77,1.95,-4.60,-5.42,1588
Sigtuna,Ekilla,13,3,0.01,0.00,2.56,1.10,-4.98,-6.44,1882
Sigtuna,Malmen-Pilsbo,24,5,0.01,0.00,3.18,1.61,-4.34,-5.91,1841
Sigtuna,Märsta Östra omland,8,1,0.01,0.00,2.08,0.00,-4.94,-7.02,1117
Sigtuna,Märstadal,55,18,0.03,0.01,4.01,2.89,-3.66,-4.77,2128
Sigtuna,Odensala-Arlanda omland,10,0,0.01,0.00,2.30,,-4.87,,1302
Sigtuna,Rosersberg,13,1,0.01,0.00,2.56,0.00,-4.80,-7.37,1585
Sigtuna,Sigtuna centrala,25,3,0.01,0.00,3.22,1.10,-4.29,-6.41,1829
Sigtuna,Sigtuna norra,3,1,0.00,0.00,1.10,0.00,-6.19,-7.29,1461
Sigtuna,Sjudargården-Prästängarna,38,7,0.02,0.00,3.64,1.95,-3.86,-5.55,1807
Sigtuna,Skånela-Steningevik omland,2,0,0.00,0.00,0.69,,-6.11,,899
Sigtuna,Steningehöjden-Ölsta by,8,1,0.00,0.00,2.08,0.00,-5.63,-7.71,2228
Sigtuna,Sätuna,16,2,0.01,0.00,2.77,0.69,-4.52,-6.60,1469
Sigtuna,Södra Valsta,17,4,0.01,0.00,2.83,1.39,-4.72,-6.17,1908
Sigtuna,Til-Munkholmen,11,1,0.01,0.00,2.40,0.00,-4.53,-6.92,1016
Sigtuna,Tingvalla,13,1,0.01,0.00,2.56,0.00,-4.91,-7.48,1768
Sigtuna,Västra Valsta,29,1,0.02,0.00,3.37,0.00,-4.06,-7.43,1679
Sigtuna,Östra Norrbacka,19,2,0.01,0.00,2.94,0.69,-4.52,-6.77,1739
Sigtuna,Östra Steninge,15,0,0.01,0.00,2.71,,-4.83,,1887
Sigtuna,Östra Valsta,13,5,0.01,0.00,2.56,1.61,-4.84,-5.79,1638
Simrishamn,Borrby,19,1,0.02,0.00,2.94,0.00,-3.82,-6.76,865
Simrishamn,Gärsnäs,17,2,0.02,0.00,2.83,0.69,-4.01,-6.15,942
Simrishamn,Hammenhög,13,0,0.02,0.00,2.56,,-4.17,,840
Simrishamn,Kivik,22,0,0.01,0.00,3.09,,-4.46,,1894
Simrishamn,Sankt Olof,14,1,0.01,0.00,2.64,0.00,-4.22,-6.86,956
Simrishamn,Simrishamn centrala,41,2,0.03,0.00,3.71,0.69,-3.61,-6.63,1511
Simrishamn,Simrishamn norra,52,1,0.03,0.00,3.95,0.00,-3.59,-7.54,1878
Simrishamn,Simrishamn sydvästra landsbygd,21,1,0.01,0.00,3.04,0.00,-4.44,-7.49,1786
Simrishamn,Simrishamn södra,49,8,0.02,0.00,3.89,2.08,-3.74,-5.55,2063
Simrishamn,Simrishamn västra,7,0,0.01,0.00,1.95,,-4.90,,940
Simrishamn,Skillinge,26,1,0.03,0.00,3.26,0.00,-3.54,-6.80,900
Simrishamn,Vik,18,0,0.01,0.00,2.89,,-4.75,,2079
Sjöbo,Björka-Öved-Bjärsjölagård,7,0,0.01,0.00,1.95,,-4.92,,957
Sjöbo,Blentarp-Dalvik,12,0,0.01,0.00,2.48,,-4.66,,1270
Sjöbo,Fränninge-Vallarum,7,0,0.01,0.00,1.95,,-4.69,,762
Sjöbo,Grimstofta-Åsum,24,0,0.02,0.00,3.18,,-4.20,,1594
Sjöbo,Hemmestorp-Everlöv-Ilstorp,6,0,0.01,0.00,1.79,,-5.02,,912
Sjöbo,Lövestad-Heinge,19,0,0.02,0.00,2.94,,-4.04,,1078
Sjöbo,Sjöbo centrum-Sjöbo östra,27,1,0.02,0.00,3.30,0.00,-4.10,-7.40,1633
Sjöbo,Sommarbyarna Norra-Omma,22,0,0.01,0.00,3.09,,-4.37,,1737
Sjöbo,Sommarbyarna Södra-Ryggorna-Spjälla,33,0,0.02,0.00,3.50,,-4.17,,2139
Sjöbo,Sövde-Knickarp,10,1,0.01,0.00,2.30,0.00,-4.75,-7.05,1152
Sjöbo,Vollsjö-Brandstad,24,0,0.02,0.00,3.18,,-4.05,,1379
Sjöbo,Äsperöd-Vanstad-Röddinge,10,0,0.01,0.00,2.30,,-4.93,,1379
Skara,Axvall,23,7,0.02,0.01,3.14,1.95,-3.78,-4.97,1004
Skara,Skara tätort centrala södra,23,2,0.02,0.00,3.14,0.69,-3.94,-6.38,1184
Skara,Skara tätort centrala västra,11,1,0.01,0.00,2.40,0.00,-4.49,-6.89,981
Skara,Skara tätort centrala östra,28,2,0.02,0.00,3.33,0.69,-4.12,-6.75,1716
Skara,Skara tätort nordvästra,18,1,0.01,0.00,2.89,0.00,-4.38,-7.28,1444
Skara,Skara tätort nordöstra,10,1,0.00,0.00,2.30,0.00,-5.33,-7.63,2067
Skara,Skara tätort sydvästra,15,2,0.01,0.00,2.71,0.69,-4.58,-6.60,1466
Skara,Skara tätort sydöstra,10,0,0.01,0.00,2.30,,-4.57,,967
Skara,Skara västra omland-Ardala,30,2,0.02,0.00,3.40,0.69,-4.06,-6.76,1731
Skara,Skara östra omland-Hornborgasjön,13,0,0.01,0.00,2.56,,-4.64,,1344
Skara,Varnhem-Eggby-Eggby omland,16,2,0.01,0.00,2.77,0.69,-4.67,-6.75,1705
Skellefteå,Anderstorp,55,4,0.01,0.00,4.01,1.39,-4.25,-6.87,3853
Skellefteå,Bergsbyn,12,3,0.01,0.00,2.48,1.10,-5.02,-6.41,1815
Skellefteå,Boliden tätort,16,2,0.01,0.00,2.77,0.69,-4.46,-6.54,1386
Skellefteå,Bureå omland,14,0,0.01,0.00,2.64,,-5.17,,2451
Skellefteå,Bureå tätort,30,3,0.01,0.00,3.40,1.10,-4.22,-6.53,2048
Skellefteå,Burträsk omland,27,1,0.01,0.00,3.30,0.00,-4.70,-7.99,2963
Skellefteå,Burträsk tätort,32,0,0.02,0.00,3.47,,-3.76,,1369
Skellefteå,Byske omland,16,0,0.01,0.00,2.77,,-4.37,,1270
Skellefteå,Byske tätort,37,1,0.02,0.00,3.61,0.00,-3.71,-7.32,1507
Skellefteå,Degerbyn-Prästbordet,54,2,0.02,0.00,3.99,0.69,-4.03,-7.33,3050
Skellefteå,Ersmark-Kåge tätort,33,0,0.01,0.00,3.50,,-4.35,,2548
Skellefteå,Jörn-Boliden omland,33,0,0.01,0.00,3.50,,-4.25,,2323
Skellefteå,Klutmark-Medle-Myckle-Stämningsgården,17,1,0.01,0.00,2.83,0.00,-4.76,-7.59,1978
Skellefteå,Kåge omland,13,0,0.01,0.00,2.56,,-5.28,,2552
Skellefteå,Lund-Sunnanå,31,0,0.01,0.00,3.43,,-4.42,,2578
Skellefteå,Lövånger,29,1,0.02,0.00,3.37,0.00,-4.09,-7.46,1740
Skellefteå,Moröhöjden-Morö backe centrum,57,7,0.02,0.00,4.04,1.95,-3.74,-5.84,2395
Skellefteå,Morön,22,1,0.01,0.00,3.09,0.00,-4.66,-7.75,2315
Skellefteå,Norra Morö backe,13,1,0.01,0.00,2.56,0.00,-5.18,-7.74,2308
Skellefteå,Sjungande dalen-Västra Norrböle,56,3,0.01,0.00,4.03,1.10,-4.39,-7.31,4505
Skellefteå,Skelleftehamn,40,3,0.01,0.00,3.69,1.10,-4.20,-6.79,2670
Skellefteå,Skellefteå centrala stan,80,5,0.02,0.00,4.38,1.61,-3.86,-6.63,3800
Skellefteå,Sörböle,6,0,0.01,0.00,1.79,,-5.16,,1042
Skellefteå,Ursviken-Örviken,40,2,0.01,0.00,3.69,0.69,-4.44,-7.44,3389
Skellefteå,Östra Norrböle,17,0,0.01,0.00,2.83,,-5.06,,2685
Skinnskatteberg,Skinnskatteberg centralort,49,1,0.03,0.00,3.89,0.00,-3.68,-7.58,1950
Skinnskatteberg,Skinnskatteberg ytterområden,18,0,0.01,0.00,2.89,,-4.61,,1805
Skurup,Bingsmarken-Abbekås-Mossby,17,0,0.01,0.00,2.83,,-4.75,,1959
Skurup,Janstorp-Slimminge-Tånebro,12,0,0.01,0.00,2.48,,-4.90,,1615
Skurup,Rydsgård,24,1,0.02,0.00,3.18,0.00,-3.94,-7.11,1229
Skurup,Skivarp,10,1,0.01,0.00,2.30,0.00,-4.74,-7.04,1147
Skurup,Skurup nordost,10,0,0.01,0.00,2.30,,-5.08,,1602
Skurup,Skurup nordväst,22,1,0.01,0.00,3.09,0.00,-4.50,-7.59,1985
Skurup,Skurup sydost,43,0,0.02,0.00,3.76,,-3.75,,1825
Skurup,Skurup sydväst,8,1,0.00,0.00,2.08,0.00,-5.32,-7.40,1641
Skövde,Billingsluttningen-Kullen,113,14,0.03,0.00,4.73,2.64,-3.61,-5.70,4171
Skövde,Dälderna-Havstena,63,3,0.02,0.00,4.14,1.10,-3.99,-7.04,3415
Skövde,Ekängen-Aspö-Ulveket,16,1,0.01,0.00,2.77,0.00,-5.18,-7.95,2843
Skövde,Frösve Säter-Tidan-Väring,40,1,0.01,0.00,3.69,0.00,-4.60,-8.29,3964
Skövde,Hentorp-Våmb,36,1,0.01,0.00,3.58,0.00,-4.48,-8.06,3173
Skövde,Högskolan-Trängen,8,0,0.00,0.00,2.08,,-5.51,,1986
Skövde,Igelstorp-Värsås,23,1,0.01,0.00,3.14,0.00,-4.76,-7.90,2698
Skövde,Källegården,28,5,0.01,0.00,3.33,1.61,-4.22,-5.94,1901
Skövde,Lunden-Trädgårdsstaden,14,0,0.01,0.00,2.64,,-5.01,,2094
Skövde,Mariesjö-Östermalm,31,2,0.01,0.00,3.43,0.69,-4.63,-7.37,3190
Skövde,Norrmalm-Rosenhaga,19,1,0.01,0.00,2.94,0.00,-4.85,-7.80,2437
Skövde,Ryd barkvägen-Lövängen,22,2,0.01,0.00,3.09,0.69,-4.93,-7.33,3046
Skövde,Ryds centrum,14,3,0.01,0.00,2.64,1.10,-4.85,-6.39,1782
Skövde,Skultorp-Skultorpsbygden,20,2,0.00,0.00,3.00,0.69,-5.31,-7.61,4027
Skövde,Skövde centrumkärna,16,2,0.01,0.00,2.77,0.69,-4.62,-6.70,1631
Skövde,Tidan tätort-Tidan omnejd,22,7,0.02,0.01,3.09,1.95,-3.73,-4.87,913
Skövde,Timmersdala-Berg,37,3,0.02,0.00,3.61,1.10,-4.09,-6.60,2211
Skövde,Västra fältet,28,3,0.02,0.00,3.33,1.10,-3.75,-5.98,1186
Smedjebacken,Hagge-Björsjö,16,2,0.01,0.00,2.77,0.69,-4.43,-6.51,1341
Smedjebacken,Malingsbo-Larsbo,16,0,0.01,0.00,2.77,,-4.41,,1311
Smedjebacken,Morgårdshammar-Gubbo,26,3,0.02,0.00,3.26,1.10,-4.05,-6.21,1490
Smedjebacken,Smedjebacken Norra,21,1,0.03,0.00,3.04,0.00,-3.67,-6.72,828
Smedjebacken,Smedjebacken Södra,20,1,0.02,0.00,3.00,0.00,-4.17,-7.17,1297
Smedjebacken,Smedjebacken centrum,25,1,0.02,0.00,3.22,0.00,-3.86,-7.07,1181
Smedjebacken,Starbo-Åsmansbo,9,1,0.01,0.00,2.20,0.00,-4.45,-6.65,774
Smedjebacken,Söderbärke,21,1,0.02,0.00,3.04,0.00,-3.77,-6.82,914
Sollefteå,Graninge-Helgum,32,5,0.02,0.00,3.47,1.61,-4.10,-5.95,1924
Sollefteå,Junsele-Ramsele,50,3,0.02,0.00,3.91,1.10,-3.81,-6.62,2252
Sollefteå,Långsele,31,3,0.02,0.00,3.43,1.10,-3.77,-6.11,1351
Sollefteå,Näsåker-Resele,22,1,0.01,0.00,3.09,0.00,-4.47,-7.56,1920
Sollefteå,Skedom-Skärvsta-Prästbordet,56,14,0.02,0.00,4.03,2.64,-4.03,-5.42,3166
Sollefteå,Sollefteå centrum-Övergård,101,10,0.02,0.00,4.62,2.30,-3.70,-6.02,4102
Sollefteå,Sollefteå omland,16,0,0.01,0.00,2.77,,-4.45,,1366
Sollentuna,Bagarby,50,17,0.01,0.00,3.91,2.83,-4.40,-5.48,4084
Sollentuna,Edsberg,91,20,0.02,0.00,4.51,3.00,-3.96,-5.47,4750
Sollentuna,Edsviken-Kummelby,14,1,0.01,0.00,2.64,0.00,-5.25,-7.89,2670
Sollentuna,Eriksberg-Fågelsången,32,13,0.01,0.00,3.47,2.56,-4.62,-5.52,3237
Sollentuna,Falkberget-Södra Sjöberg,16,5,0.01,0.00,2.77,1.61,-5.04,-6.21,2482
Sollentuna,Gillbo-Gillberga,28,4,0.01,0.00,3.33,1.39,-4.61,-6.56,2815
Sollentuna,Helenelunds centrum,13,1,0.01,0.00,2.56,0.00,-4.71,-7.28,1448
Sollentuna,Häggvik-Klasro,38,5,0.01,0.00,3.64,1.61,-4.50,-6.53,3423
Sollentuna,Knista,42,14,0.01,0.00,3.74,2.64,-4.29,-5.39,3065
Sollentuna,Landsnora-Kvarnskogen,17,4,0.01,0.00,2.83,1.39,-5.10,-6.55,2796
Sollentuna,Norrviken,38,5,0.01,0.00,3.64,1.61,-4.34,-6.36,2904
Sollentuna,Nytorp-Hersby-Skansen,21,5,0.01,0.00,3.04,1.61,-5.06,-6.49,3295
Sollentuna,Rotebro centrum,18,1,0.01,0.00,2.89,0.00,-4.32,-7.21,1347
Sollentuna,Rotsunda,41,5,0.01,0.00,3.71,1.61,-4.35,-6.46,3186
Sollentuna,Sjöbergs centrum,16,5,0.01,0.00,2.77,1.61,-4.43,-5.59,1339
Sollentuna,Sollentuna centrum,29,7,0.02,0.00,3.37,1.95,-3.99,-5.41,1570
Sollentuna,Tegelhagen-Silverdal,25,8,0.01,0.00,3.22,2.08,-4.82,-5.96,3109
Sollentuna,Töjnan,23,3,0.01,0.00,3.14,1.10,-4.90,-6.94,3093
Sollentuna,Vaxmora-Väsjön,19,2,0.01,0.00,2.94,0.69,-5.27,-7.52,3702
Sollentuna,Viby-Järvafältet,33,6,0.01,0.00,3.50,1.79,-4.87,-6.58,4303
Solna,Arenastaden,16,1,0.01,0.00,2.77,0.00,-4.94,-7.72,2243
Solna,Bagartorp-Agnesberg,16,4,0.01,0.00,2.77,1.39,-5.26,-6.65,3093
Solna,Centrala Huvudsta,55,11,0.01,0.00,4.01,2.40,-4.47,-6.08,4788
Solna,Filmstaden,7,1,0.00,0.00,1.95,0.00,-5.50,-7.45,1714
Solna,Frösunda,31,10,0.01,0.00,3.43,2.30,-5.14,-6.27,5284
Solna,Ingenting,27,4,0.01,0.00,3.30,1.39,-5.21,-7.11,4921
Solna,Järvastaden,3,0,0.00,0.00,1.10,,-6.78,,2630
Solna,Kungshamra,1,0,0.00,0.00,0.00,,-7.52,,1842
Solna,Norra Bergshamra,67,6,0.03,0.00,4.20,1.79,-3.67,-6.08,2618
Solna,Norra Hagalund-Haga norra,31,9,0.01,0.00,3.43,2.20,-4.74,-5.97,3531
Solna,Norra Hagastaden,0,0,0.00,0.00,,,,,1026
Solna,Norra Råsunda,20,1,0.01,0.00,3.00,0.00,-5.17,-8.16,3511
Solna,Nya Ulriksdal-Södra Ritorp,10,1,0.01,0.00,2.30,0.00,-5.21,-7.51,1833
Solna,Råstahem,1,1,0.00,0.00,0.00,0.00,-6.90,-6.90,996
Solna,Skytteholm,55,10,0.01,0.00,4.01,2.30,-4.43,-6.13,4603
Solna,Solna centrum,61,8,0.01,0.00,4.11,2.08,-4.30,-6.33,4507
Solna,Södra Bergshamra,27,4,0.01,0.00,3.30,1.39,-4.64,-6.54,2783
Solna,Södra Hagalund,17,5,0.01,0.00,2.83,1.61,-4.58,-5.81,1665
Solna,Södra Huvudsta,70,17,0.01,0.00,4.25,2.83,-4.32,-5.73,5237
Solna,Södra Råsunda-Solna Business park,72,9,0.01,0.00,4.28,2.20,-4.22,-6.30,4903
Solna,Vasalund-Kyrkbacken,32,8,0.01,0.00,3.47,2.08,-4.91,-6.29,4332
Solna,Västra skogen-Pampas,16,3,0.01,0.00,2.77,1.10,-4.46,-6.14,1389
Sorsele,Sorsele centralort,25,0,0.03,0.00,3.22,,-3.67,,980
Sorsele,Sorsele omland,15,0,0.01,0.00,2.71,,-4.34,,1150
Sotenäs,Hunnebostrand-Bovallstrand,33,1,0.01,0.00,3.50,0.00,-4.23,-7.73,2275
Sotenäs,Kungshamn–Smögen-Hovenäset–Väjern,71,3,0.02,0.00,4.26,1.10,-4.13,-7.29,4417
Sotenäs,Sotenäs omland,13,2,0.01,0.00,2.56,0.69,-4.57,-6.44,1256
Staffanstorp,Hjärup-Hjärup omnejd,14,1,0.01,0.00,2.64,0.00,-4.94,-7.58,1964
Staffanstorp,Jakriborg-Jakriborg omnejd,6,0,0.01,0.00,1.79,,-4.70,,661
Staffanstorp,Nordvästra Staffanstorp-omnejd,12,0,0.01,0.00,2.48,,-4.88,,1579
Staffanstorp,Nordöstra Staffanstorp-omnejd,17,0,0.01,0.00,2.83,,-4.52,,1561
Staffanstorp,Norra Hjärup-omnejd-Bergströmshusen,7,0,0.00,0.00,1.95,,-5.65,,1982
Staffanstorp,Staffanstorp centrala,23,1,0.02,0.00,3.14,0.00,-4.15,-7.29,1462
Staffanstorp,Staffanstorp södra,22,1,0.02,0.00,3.09,0.00,-4.10,-7.19,1332
Staffanstorp,Staffanstorp västra,22,1,0.02,0.00,3.09,0.00,-4.19,-7.28,1457
Staffanstorp,Staffanstorp östra,34,2,0.02,0.00,3.53,0.69,-4.13,-6.96,2113
Staffanstorp,Staffanstorps omnejd,12,0,0.01,0.00,2.48,,-4.86,,1548
Staffanstorp,Sydvästra Staffanstorp-omnejd,11,0,0.01,0.00,2.40,,-5.14,,1869
Staffanstorp,Sydöstra Staffanstorp-omnejd,16,2,0.01,0.00,2.77,0.69,-4.90,-6.98,2143
Stenungsund,Hallerna-Strandnorum,15,1,0.01,0.00,2.71,0.00,-5.15,-7.86,2592
Stenungsund,Hasselbacken,26,2,0.01,0.00,3.26,0.69,-4.21,-6.78,1755
Stenungsund,Jörlanda,6,0,0.00,0.00,1.79,,-5.56,,1561
Stenungsund,Kristinedal,9,1,0.01,0.00,2.20,0.00,-5.15,-7.35,1556
Stenungsund,Kyrkenorum-Högenorum-Ekbacken,18,2,0.01,0.00,2.89,0.69,-4.83,-7.03,2249
Stenungsund,Stenungsund centrum-Stenungsön-Stora Askerön,19,0,0.01,0.00,2.94,,-4.52,,1750
Stenungsund,Stenungsund omland,21,0,0.01,0.00,3.04,,-5.22,,3896
Stenungsund,Stora Höga-Spekeröd,29,1,0.01,0.00,3.37,0.00,-4.65,-8.02,3044
Stenungsund,Västergård-Doteröd-Nytorpshöjd,28,0,0.01,0.00,3.33,,-4.21,,1878
Stenungsund,Ödsmål,11,0,0.01,0.00,2.40,,-4.82,,1364
Stockholm,Abrahamsberg,16,3,0.01,0.00,2.77,1.10,-5.21,-6.89,2934
Stockholm,Akalla,81,30,0.01,0.00,4.39,3.40,-4.55,-5.54,7663
Stockholm,Alvik,7,3,0.01,0.00,1.95,1.10,-5.25,-6.10,1340
Stockholm,Aspudden,49,7,0.01,0.00,3.89,1.95,-5.03,-6.97,7459
Stockholm,Bagarmossen,72,6,0.01,0.00,4.28,1.79,-4.89,-7.37,9565
Stockholm,Bandhagen,47,10,0.01,0.00,3.85,2.30,-4.78,-6.33,5605
Stockholm,Beckomberga,74,24,0.02,0.01,4.30,3.18,-4.09,-5.21,4415
Stockholm,Björkhagen,36,6,0.01,0.00,3.58,1.79,-5.04,-6.83,5559
Stockholm,Blackeberg,118,25,0.02,0.00,4.77,3.22,-4.16,-5.71,7580
Stockholm,Bredäng,84,21,0.01,0.00,4.43,3.04,-4.66,-6.04,8851
Stockholm,Bromma kyrka,22,4,0.01,0.00,3.09,1.39,-4.56,-6.26,2094
Stockholm,Bromsten,51,13,0.01,0.00,3.93,2.56,-4.57,-5.93,4904
Stockholm,Bällsta,4,0,0.01,0.00,1.39,,-4.96,,570
Stockholm,Djurgården,6,0,0.01,0.00,1.79,,-4.82,,741
Stockholm,Eneby,3,0,0.00,0.00,1.10,,-5.40,,664
Stockholm,Engelbrekts kyrka,87,22,0.01,0.00,4.47,3.09,-4.81,-6.18,10632
Stockholm,Enskede Gård,18,3,0.01,0.00,2.89,1.10,-4.98,-6.77,2617
Stockholm,Enskededalen,41,7,0.02,0.00,3.71,1.95,-3.98,-5.74,2184
Stockholm,Enskedefältet,5,0,0.00,0.00,1.61,,-5.52,,1242
Stockholm,Fagersjö,10,3,0.00,0.00,2.30,1.10,-5.47,-6.67,2373
Stockholm,Farsta,125,22,0.01,0.00,4.83,3.09,-4.54,-6.27,11661
Stockholm,Flysta,11,1,0.01,0.00,2.40,0.00,-5.16,-7.55,1907
Stockholm,Fredhäll,32,8,0.01,0.00,3.47,2.08,-5.04,-6.43,4937
Stockholm,Fruängen,124,27,0.02,0.00,4.82,3.30,-4.19,-5.71,8159
Stockholm,Gamla Enskede,110,19,0.01,0.00,4.70,2.94,-4.40,-6.15,8941
Stockholm,Grimsta,25,3,0.01,0.00,3.22,1.10,-5.00,-7.12,3701
Stockholm,Gröndal,42,7,0.01,0.00,3.74,1.95,-5.18,-6.97,7471
Stockholm,Gubbängen,32,3,0.01,0.00,3.47,1.10,-5.03,-7.40,4890
Stockholm,Gustav Vasa,142,38,0.01,0.00,4.96,3.64,-4.52,-5.84,13102
Stockholm,Gärdet,203,33,0.01,0.00,5.31,3.50,-4.58,-6.40,19832
Stockholm,Hagsätra,65,13,0.01,0.00,4.17,2.56,-4.79,-6.40,7833
Stockholm,Hammarbyhöjden,75,25,0.01,0.00,4.32,3.22,-4.78,-5.88,8971
Stockholm,Hedvig Eleonora,86,17,0.01,0.00,4.45,2.83,-4.74,-6.37,9881
Stockholm,Herrängen,14,1,0.00,0.00,2.64,0.00,-5.31,-7.95,2833
Stockholm,Hjorthagen-Värtahamnen,24,3,0.00,0.00,3.18,1.10,-5.71,-7.79,7213
Stockholm,Husby,61,16,0.01,0.00,4.11,2.77,-5.05,-6.38,9472
Stockholm,Hägersten,91,16,0.01,0.00,4.51,2.77,-4.48,-6.22,8047
Stockholm,Hägerstensåsen,52,6,0.01,0.00,3.95,1.79,-4.84,-7.00,6579
Stockholm,Hässelby Gård,103,26,0.01,0.00,4.63,3.26,-4.52,-5.90,9495
Stockholm,Hässelby Strand,89,19,0.01,0.00,4.49,2.94,-4.37,-5.92,7048
Stockholm,Hässelby Villastad,127,24,0.01,0.00,4.84,3.18,-4.74,-6.41,14520
Stockholm,Högdalen,97,21,0.01,0.00,4.57,3.04,-4.49,-6.02,8608
Stockholm,Höglandet,10,2,0.01,0.00,2.30,0.69,-4.73,-6.34,1137
Stockholm,Hökarängen,83,15,0.01,0.00,4.42,2.71,-4.59,-6.30,8193
Stockholm,Johanneshov,38,8,0.01,0.00,3.64,2.08,-5.10,-6.66,6232
Stockholm,Kista,80,24,0.01,0.00,4.38,3.18,-4.93,-6.14,11098
Stockholm,Klara-Jacob,9,3,0.00,0.00,2.20,1.10,-5.36,-6.46,1909
Stockholm,Kristineberg,24,2,0.00,0.00,3.18,0.69,-5.60,-8.08,6478
Stockholm,Kungsholm,180,34,0.01,0.00,5.19,3.53,-4.59,-6.25,17655
Stockholm,Kälvesta,31,7,0.01,0.00,3.43,1.95,-4.74,-6.23,3549
Stockholm,Kärrtorp,42,6,0.01,0.00,3.74,1.79,-4.56,-6.51,4019
Stockholm,Larsboda,25,2,0.01,0.00,3.22,0.69,-4.42,-6.95,2087
Stockholm,Liljeholmen,68,11,0.01,0.00,4.22,2.40,-5.23,-7.05,12675
Stockholm,Lilla Essingen,23,5,0.01,0.00,3.14,1.61,-5.23,-6.75,4282
Stockholm,Liseberg,41,13,0.03,0.01,3.71,2.56,-3.39,-4.54,1221
Stockholm,Långbro,74,21,0.01,0.00,4.30,3.04,-4.39,-5.65,5983
Stockholm,Långsjö,11,2,0.01,0.00,2.40,0.69,-5.29,-7.00,2185
Stockholm,Mariatorget,109,19,0.01,0.00,4.69,2.94,-4.79,-6.54,13145
Stockholm,Marieberg,32,8,0.01,0.00,3.47,2.08,-4.45,-5.84,2737
Stockholm,Mariehäll,19,6,0.00,0.00,2.94,1.79,-5.89,-7.04,6860
Stockholm,Mellersta Högalid,126,20,0.01,0.00,4.84,3.00,-4.32,-6.16,9479
Stockholm,Midsommarkransen,46,6,0.00,0.00,3.83,1.79,-5.33,-7.37,9490
Stockholm,Mälarhöjden,26,4,0.01,0.00,3.26,1.39,-4.88,-6.75,3420
Stockholm,Nockeby,24,9,0.01,0.00,3.18,2.20,-4.62,-5.60,2433
Stockholm,Nockebyhov-Olovslund,55,9,0.02,0.00,4.01,2.20,-4.02,-5.83,3071
Stockholm,Norra Adolf Fredrik,19,4,0.01,0.00,2.94,1.39,-5.29,-6.84,3755
Stockholm,Norra Högalid,143,39,0.01,0.00,4.96,3.66,-4.48,-5.78,12577
Stockholm,Norra Johannes,95,25,0.01,0.00,4.55,3.22,-4.51,-5.85,8672
Stockholm,Norra Skarpnäcks Gård,38,7,0.01,0.00,3.64,1.95,-5.02,-6.72,5774
Stockholm,Norra Sofia,69,16,0.01,0.00,4.23,2.77,-4.65,-6.11,7229
Stockholm,Norra Ängby,17,4,0.00,0.00,2.83,1.39,-5.60,-7.05,4611
Stockholm,Nälsta,32,7,0.01,0.00,3.47,1.95,-4.79,-6.31,3839
Stockholm,Oscars kyrka,138,24,0.01,0.00,4.93,3.18,-4.63,-6.38,14103
Stockholm,Reimersholme-Långholmen,33,7,0.02,0.00,3.50,1.95,-4.19,-5.74,2177
Stockholm,Riksby-Åkeshov,28,5,0.01,0.00,3.33,1.61,-5.12,-6.85,4702
Stockholm,Rinkeby,101,44,0.01,0.00,4.62,3.78,-4.81,-5.64,12436
Stockholm,Råcksta,81,17,0.01,0.00,4.39,2.83,-4.61,-6.17,8133
Stockholm,Rågsved,90,27,0.01,0.00,4.50,3.30,-4.67,-5.87,9591
Stockholm,Skärholmen,88,19,0.01,0.00,4.48,2.94,-4.46,-5.99,7588
Stockholm,Sköndal,140,38,0.02,0.00,4.94,3.64,-4.05,-5.36,8058
Stockholm,Smedslätten,15,2,0.01,0.00,2.71,0.69,-4.89,-6.91,1996
Stockholm,Solberga,109,29,0.01,0.00,4.69,3.37,-4.48,-5.80,9619
Stockholm,Solhem-Lunda,79,17,0.01,0.00,4.37,2.83,-4.54,-6.08,7403
Stockholm,Stadshagen,43,5,0.01,0.00,3.76,1.61,-5.15,-7.30,7390
Stockholm,Stora Essingen,21,6,0.01,0.00,3.04,1.79,-5.19,-6.44,3776
Stockholm,Stora Mossen,10,2,0.01,0.00,2.30,0.69,-4.95,-6.56,1410
Stockholm,Storkyrkan,22,3,0.01,0.00,3.09,1.10,-4.84,-6.83,2783
Stockholm,Stureby,106,17,0.02,0.00,4.66,2.83,-4.15,-5.98,6691
Stockholm,Sundby,13,1,0.01,0.00,2.56,0.00,-4.97,-7.54,1878
Stockholm,Svedmyra,34,8,0.01,0.00,3.53,2.08,-4.45,-5.90,2915
Stockholm,Sydvästra Skarpnäcks gård-Orhem,9,2,0.01,0.00,2.20,0.69,-5.11,-6.62,1493
Stockholm,Sätra,107,24,0.02,0.00,4.67,3.18,-4.05,-5.55,6167
