Kommunnamn,RegSO,(sum)DEAD,(sum)DEAD_COVID_19,DEAD_per_pop,COVID_19_per_pop,ln_DEAD,ln_COVID_19,ln_DEAD_per_pop,ln_COVID_19_per_pop,Population
Mönsterås,Mellersta Mönsterås samhälle,12,1,0.01,0.00,2.48,0.00,-4.45,-6.93,1024
Mönsterås,Mönsterås centrala,50,5,0.04,0.00,3.91,1.61,-3.28,-5.58,1326
Mönsterås,Mönsterås omland,13,0,0.01,0.00,2.56,,-4.26,,923
Mönsterås,Mönsterås södra samhälle-Oknö,12,2,0.01,0.00,2.48,0.69,-4.45,-6.24,1023
Mönsterås,Norra-västra Mönsterås samhälle,13,1,0.01,0.00,2.56,0.00,-4.72,-7.29,1464
Mönsterås,Timmernabben,13,0,0.01,0.00,2.56,,-4.52,,1199
Mönsterås,Ålem omland,13,1,0.01,0.00,2.56,0.00,-4.34,-6.91,1000
Mönsterås,Ålem stationssamhälle,26,6,0.04,0.01,3.26,1.79,-3.35,-4.82,741
Mörbylånga,Algutsrum-Saxnäs-Glömminge,13,0,0.01,0.00,2.56,,-4.70,,1429
Mörbylånga,Färjestaden centrala,28,2,0.02,0.00,3.33,0.69,-3.81,-6.45,1267
Mörbylånga,Färjestaden norra,20,0,0.01,0.00,3.00,,-4.31,,1491
Mörbylånga,Färjestaden södra,14,2,0.01,0.00,2.64,0.69,-4.84,-6.78,1765
Mörbylånga,Mörbylånga,31,1,0.02,0.00,3.43,0.00,-3.94,-7.37,1590
Mörbylånga,Mörbylånga omland,48,0,0.01,0.00,3.87,,-4.39,,3860
Mörbylånga,Skogsby-Torslunda,10,0,0.01,0.00,2.30,,-4.65,,1048
Nacka,Alphyddan-Finntorp,37,8,0.01,0.00,3.61,2.08,-4.66,-6.19,3891
Nacka,Björknäs,32,3,0.01,0.00,3.47,1.10,-4.67,-7.04,3422
Nacka,Ektorp-Skuru,63,16,0.02,0.00,4.14,2.77,-4.19,-5.56,4158
Nacka,Fisksätra,72,18,0.01,0.00,4.28,2.89,-4.51,-5.89,6534
Nacka,Kvarnholmen-Henriksdal,69,19,0.01,0.00,4.23,2.94,-4.62,-5.91,6980
Nacka,Nacka centrala,39,7,0.01,0.00,3.66,1.95,-4.87,-6.59,5090
Nacka,Nacka strand-Jarlaberg,25,5,0.01,0.00,3.22,1.61,-5.07,-6.68,3994
Nacka,Nordvästra Boo,3,0,0.00,0.00,1.10,,-6.09,,1319
Nacka,Nordöstra Boo,11,1,0.00,0.00,2.40,0.00,-5.53,-7.92,2760
Nacka,Orminge,67,8,0.01,0.00,4.20,2.08,-4.67,-6.80,7175
Nacka,Saltsjöbaden,96,22,0.01,0.00,4.56,3.09,-4.49,-5.96,8544
Nacka,Sickla,33,1,0.01,0.00,3.50,0.00,-4.81,-8.31,4058
Nacka,Storängen-Saltsjö Duvnäs,40,11,0.01,0.00,3.69,2.40,-4.72,-6.01,4480
Nacka,Sydöstra Boo,17,3,0.00,0.00,2.83,1.10,-5.46,-7.20,4005
Nacka,Södra Boo,40,2,0.01,0.00,3.69,0.69,-5.17,-8.16,7009
Nacka,Älta-Erstavik,55,14,0.01,0.00,4.01,2.64,-5.15,-6.52,9478
Nora,Esstorp-Fibbetorp,17,0,0.01,0.00,2.83,,-4.47,,1481
Nora,Nora landsbygd norr,17,0,0.01,0.00,2.83,,-4.38,,1363
Nora,Nora landsbygd söder,6,0,0.01,0.00,1.79,,-4.98,,877
Nora,Nora norra centrum,21,0,0.02,0.00,3.04,,-4.05,,1207
Nora,Nora södra centrum,46,2,0.03,0.00,3.83,0.69,-3.64,-6.77,1750
Nora,Pershyttan-Hitorp,11,0,0.01,0.00,2.40,,-4.62,,1114
Nora,Ås-Gyttorp,10,0,0.01,0.00,2.30,,-4.67,,1062
Norberg,Norberg norra,4,0,0.01,0.00,1.39,,-5.24,,753
Norberg,Norberg omland,13,0,0.01,0.00,2.56,,-4.24,,903
Norberg,Norberg västra,42,2,0.03,0.00,3.74,0.69,-3.55,-6.59,1457
Norberg,Norberg östra,12,0,0.01,0.00,2.48,,-4.94,,1671
Nordanstig,Bergsjö,41,11,0.04,0.01,3.71,2.40,-3.32,-4.63,1131
Nordanstig,Gnarp,22,1,0.02,0.00,3.09,0.00,-3.87,-6.96,1054
Nordanstig,Nordanstig nordvästra omland,13,1,0.01,0.00,2.56,0.00,-4.42,-6.98,1077
Nordanstig,Nordanstig nordöstra omland,21,1,0.01,0.00,3.04,0.00,-4.30,-7.35,1553
Nordanstig,Nordanstig södra omland,41,9,0.01,0.00,3.71,2.20,-4.31,-5.83,3057
Nordmaling,Levaråkern,13,0,0.02,0.00,2.56,,-3.89,,633
Nordmaling,Nordmaling centrum,24,0,0.01,0.00,3.18,,-4.25,,1688
Nordmaling,Nordmalings norra omland,13,0,0.01,0.00,2.56,,-4.54,,1219
Nordmaling,Nordmalings södra omland,15,1,0.01,0.00,2.71,0.00,-4.48,-7.19,1326
Nordmaling,Rundvik-Lögdeå,15,0,0.01,0.00,2.71,,-4.35,,1166
Norrköping,Borgs villastad-Kneippen,12,0,0.01,0.00,2.48,,-5.05,,1864
Norrköping,Djurön-Ljunga-Tingstad,6,1,0.00,0.00,1.79,0.00,-5.77,-7.56,1915
Norrköping,Djäknepark-Gustav Adolf,31,2,0.01,0.00,3.43,0.69,-4.65,-7.39,3243
Norrköping,Eksund-Öbonäs,12,0,0.01,0.00,2.48,,-5.09,,1939
Norrköping,Eneby centrum-Vidablick-Sandbyhov,62,5,0.02,0.00,4.13,1.61,-3.89,-6.41,3047
Norrköping,Gamla Staden-Centrum,65,11,0.01,0.00,4.17,2.40,-4.28,-6.06,4705
Norrköping,Generalen,35,9,0.02,0.01,3.56,2.20,-3.82,-5.18,1595
Norrköping,Grönhög-Klingsberg,51,5,0.02,0.00,3.93,1.61,-4.11,-6.43,3101
Norrköping,Hallberga-Fyrby-Sörby,10,1,0.01,0.00,2.30,0.00,-4.97,-7.27,1442
Norrköping,Herstadberg-Händelö-Lagerlunda,13,0,0.01,0.00,2.56,,-4.67,,1391
Norrköping,Kimstad-Norsholm-Skärkind,19,0,0.01,0.00,2.94,,-4.90,,2552
Norrköping,Kolmården,56,8,0.01,0.00,4.03,2.08,-4.49,-6.44,4987
Norrköping,Kärrhagen-Kättsätter,21,1,0.01,0.00,3.04,0.00,-4.65,-7.69,2187
Norrköping,Lindö-Berga-Marby,44,4,0.01,0.00,3.78,1.39,-4.57,-6.97,4249
Norrköping,Navestad-Åselstad,48,10,0.01,0.00,3.87,2.30,-4.32,-5.88,3596
Norrköping,Nordvästra Marielund,20,2,0.01,0.00,3.00,0.69,-4.27,-6.58,1434
Norrköping,Nordvästra Nordantill,24,2,0.01,0.00,3.18,0.69,-4.93,-7.41,3305
Norrköping,Nordvästra Vilbergen,65,8,0.02,0.00,4.17,2.08,-3.75,-5.85,2766
Norrköping,Nordöstra Hageby,75,16,0.01,0.00,4.32,2.77,-4.34,-5.89,5774
Norrköping,Norra Ektorp,12,1,0.01,0.00,2.48,0.00,-4.98,-7.47,1750
Norrköping,Norra Ljura,20,4,0.01,0.00,3.00,1.39,-4.69,-6.30,2170
Norrköping,Oxelbergen-Risängen-Sylten,6,1,0.00,0.00,1.79,0.00,-5.55,-7.34,1547
Norrköping,Pryssgården-Taborsberg,31,4,0.01,0.00,3.43,1.39,-4.62,-6.67,3147
Norrköping,Rambodal,11,0,0.00,0.00,2.40,,-5.37,,2355
Norrköping,Sandtorp-Norra Skarphagen,50,5,0.03,0.00,3.91,1.61,-3.61,-5.91,1843
Norrköping,Simonstorp-Graversfors-Landsbygd,4,0,0.00,0.00,1.39,,-5.86,,1398
Norrköping,Skärblacka-Vånga-Landsbygd,69,4,0.02,0.00,4.23,1.39,-4.18,-7.03,4531
Norrköping,Smedby-Brånnestad,29,3,0.01,0.00,3.37,1.10,-4.58,-6.85,2831
Norrköping,Strömbacken-Berget-Södertull,44,4,0.01,0.00,3.78,1.39,-4.46,-6.86,3811
Norrköping,Svärtinge-Loddby-Landsbygd,19,1,0.01,0.00,2.94,0.00,-5.25,-8.19,3607
Norrköping,Sydvästra Hageby,33,3,0.01,0.00,3.50,1.10,-4.29,-6.68,2399
Norrköping,Sydöstra Marielund,30,6,0.01,0.00,3.40,1.79,-4.22,-5.83,2037
Norrköping,Sydöstra Nordantill,29,3,0.01,0.00,3.37,1.10,-4.75,-7.02,3356
Norrköping,Sydöstra Vilbergen-Björkalund,42,10,0.03,0.01,3.74,2.30,-3.69,-5.12,1677
Norrköping,Såpkullen-Söderstaden-Vasaparken,78,7,0.01,0.00,4.36,1.95,-4.20,-6.61,5217
Norrköping,Södra Ektorp,22,1,0.01,0.00,3.09,0.00,-4.32,-7.42,1662
Norrköping,Västra Klockaretorpet,24,0,0.01,0.00,3.18,,-4.88,,3159
Norrköping,Åby-Jursla-Landsbygd,76,0,0.01,0.00,4.33,,-4.32,,5734
Norrköping,Östra Haga,27,6,0.01,0.00,3.30,1.79,-4.78,-6.28,3214
Norrköping,Östra Vikbolandet,65,5,0.01,0.00,4.17,1.61,-4.23,-6.79,4449
Norrtälje,Bergshamra,12,2,0.01,0.00,2.48,0.69,-4.63,-6.42,1229
Norrtälje,Frötuna,25,1,0.01,0.00,3.22,0.00,-4.40,-7.62,2046
Norrtälje,Gransätra-Långgarn,59,1,0.02,0.00,4.08,0.00,-3.87,-7.95,2838
Norrtälje,Hallstavik tätort,68,4,0.02,0.00,4.22,1.39,-4.05,-6.89,3920
Norrtälje,Häverö,21,2,0.02,0.00,3.04,0.69,-4.03,-6.38,1176
Norrtälje,Kvisthamra,15,0,0.01,0.00,2.71,,-4.56,,1431
Norrtälje,Lohärad-Estuna,15,2,0.01,0.00,2.71,0.69,-4.89,-6.90,1989
Norrtälje,Nordrona,32,1,0.02,0.00,3.47,0.00,-3.84,-7.30,1484
Norrtälje,Norrtälje centrala stad,87,13,0.01,0.00,4.47,2.56,-4.22,-6.12,5915
Norrtälje,Norrtälje södra stad,19,4,0.01,0.00,2.94,1.39,-4.54,-6.10,1776
Norrtälje,Norrtälje östra landsbygd,46,6,0.01,0.00,3.83,1.79,-4.55,-6.59,4372
Norrtälje,Riala-Länna-Rö-Rimbo,67,6,0.01,0.00,4.20,1.79,-4.43,-6.85,5640
Norrtälje,Rimbo tätort,73,5,0.02,0.00,4.29,1.61,-4.10,-6.78,4401
Norrtälje,Roslagsbro-Väddö,20,1,0.01,0.00,3.00,0.00,-4.91,-7.91,2720
Norrtälje,Rådmansö,37,4,0.02,0.00,3.61,1.39,-3.93,-6.15,1876
Norrtälje,Solbacka-Fågelsången,23,9,0.01,0.01,3.14,2.20,-4.33,-5.27,1752
Norrtälje,Vigelsjö,27,3,0.02,0.00,3.30,1.10,-4.03,-6.22,1513
Norrtälje,Vätö-Väddö-Björkö-Arholma,44,6,0.02,0.00,3.78,1.79,-4.12,-6.11,2709
Norrtälje,Yxlan-Blidö,29,5,0.03,0.00,3.37,1.61,-3.59,-5.35,1048
Norrtälje,Älmsta,32,6,0.02,0.00,3.47,1.79,-3.72,-5.40,1327
Norrtälje,Övre Bryggårdsgärdet-Färsna,25,2,0.01,0.00,3.22,0.69,-4.28,-6.81,1807
Norsjö,Norsjö omland,18,0,0.01,0.00,2.89,,-4.53,,1671
Norsjö,Norsjö tätort,30,0,0.02,0.00,3.40,,-4.02,,1671
Nybro,Alsjöholm-Örsjö,9,0,0.01,0.00,2.20,,-4.48,,795
Nybro,Hälleberga-Kristvalla,19,1,0.01,0.00,2.94,0.00,-4.61,-7.56,1913
Nybro,Kråksmåla,19,0,0.02,0.00,2.94,,-4.11,,1159
Nybro,Kungshall,13,1,0.01,0.00,2.56,0.00,-4.69,-7.25,1409
Nybro,Myrdalen-Idehult-Rismåla,33,0,0.02,0.00,3.50,,-3.99,,1790
Nybro,Nybro centrum-Paradiset-Åkrahäll,59,2,0.02,0.00,4.08,0.69,-3.95,-7.33,3051
Nybro,Nybro södra-Madesjö,88,5,0.02,0.00,4.48,1.61,-4.03,-6.90,4971
Nybro,Nybros södra omland,4,1,0.00,0.00,1.39,0.00,-5.36,-6.75,855
Nybro,Orrefors-Flygsfors,10,0,0.01,0.00,2.30,,-4.51,,907
Nykvarn,Nykvarn,54,9,0.01,0.00,3.99,2.20,-4.76,-6.56,6332
Nykvarn,Taxinge,11,3,0.01,0.00,2.40,1.10,-4.80,-6.10,1337
Nykvarn,Turinge,7,1,0.01,0.00,1.95,0.00,-4.95,-6.89,984
Nyköping,Arnö,46,5,0.01,0.00,3.83,1.61,-4.37,-6.59,3634
Nyköping,Bergshammar-Tuna,15,1,0.01,0.00,2.71,0.00,-5.28,-7.98,2931
Nyköping,Brandholmen-Rosenkälla,48,4,0.01,0.00,3.87,1.39,-4.29,-6.77,3495
Nyköping,Brandkärr,70,13,0.02,0.00,4.25,2.56,-3.88,-5.56,3392
Nyköping,Bryngelstorp-Tjuvholmen,14,4,0.01,0.00,2.64,1.39,-4.87,-6.12,1822
Nyköping,Harg-Oxbacken,20,4,0.01,0.00,3.00,1.39,-4.66,-6.27,2110
Nyköping,Hållet-Blommenhov,47,8,0.03,0.01,3.85,2.08,-3.52,-5.29,1580
Nyköping,Högbrunn-Idbäcken,9,0,0.01,0.00,2.20,,-4.78,,1070
Nyköping,Lunda-Kila,26,0,0.01,0.00,3.26,,-4.35,,2019
Nyköping,Nyköping väster-Spelhagen,45,7,0.02,0.00,3.81,1.95,-4.20,-6.06,2996
Nyköping,Nyköping öster-Fågelbo,38,3,0.01,0.00,3.64,1.10,-4.65,-7.19,3987
Nyköping,Oppeby,38,3,0.02,0.00,3.64,1.10,-4.07,-6.60,2215
Nyköping,Runtuna-Ludgo,14,3,0.01,0.00,2.64,1.10,-4.47,-6.01,1217
Nyköping,Stenkulla-Malmbryggshagen,26,3,0.01,0.00,3.26,1.10,-4.20,-6.36,1738
Nyköping,Stigtomta,29,2,0.01,0.00,3.37,0.69,-4.42,-7.09,2409
Nyköping,Svärta,6,0,0.01,0.00,1.79,,-5.13,,1019
Nyköping,Tunaberg,27,5,0.02,0.00,3.30,1.61,-4.08,-5.76,1589
Nyköping,Tystberga-Lästringe,26,4,0.01,0.00,3.26,1.39,-4.30,-6.17,1910
Nyköping,Vrena-Råby,12,1,0.01,0.00,2.48,0.00,-4.84,-7.32,1511
Nyköping,Östra Villastaden-Isaksdal-Ekensberg,44,3,0.01,0.00,3.78,1.10,-4.46,-7.15,3815
Nynäshamn,Nynäshamns nordöstra kommundel,22,4,0.01,0.00,3.09,1.39,-4.92,-6.63,3017
Nynäshamn,Nynäshamns stad-norra,12,0,0.01,0.00,2.48,,-5.01,,1801
Nynäshamn,Nynäshamns stad-södra,34,3,0.01,0.00,3.53,1.10,-4.58,-7.01,3318
Nynäshamn,Nynäshamns stad-västra,27,6,0.01,0.00,3.30,1.79,-4.64,-6.15,2802
Nynäshamn,Nynäshamns stad-östra,104,11,0.02,0.00,4.64,2.40,-3.80,-6.05,4670
Nynäshamn,Nynäshamns södra kommundel,9,0,0.01,0.00,2.20,,-5.05,,1411
Nynäshamn,Nynäshamns västra kommundel,27,1,0.01,0.00,3.30,0.00,-4.73,-8.03,3059
Nynäshamn,Ösmo centrala,43,6,0.01,0.00,3.76,1.79,-4.38,-6.35,3446
Nässjö,Bodafors,24,1,0.01,0.00,3.18,0.00,-4.26,-7.44,1698
Nässjö,Forserum,21,2,0.01,0.00,3.04,0.69,-4.43,-6.78,1755
Nässjö,Handskeryd,29,5,0.01,0.00,3.37,1.61,-4.54,-6.29,2707
Nässjö,Ingsberg-Nyhem-Hultet,39,6,0.01,0.00,3.66,1.79,-4.54,-6.42,3669
Nässjö,Malmbäck,17,0,0.02,0.00,2.83,,-3.99,,917
Nässjö,Norrboda-Västra Runneryd,14,4,0.01,0.00,2.64,1.39,-4.92,-6.18,1927
Nässjö,Nässjö centrum,68,13,0.03,0.01,4.22,2.56,-3.39,-5.05,2024
Nässjö,Nässjö norra landsbygd,34,1,0.01,0.00,3.53,0.00,-4.24,-7.77,2357
Nässjö,Nässjö södra landsbygd,20,3,0.01,0.00,3.00,1.10,-4.66,-6.56,2117
Nässjö,Nässjö västra landsbygd,15,3,0.01,0.00,2.71,1.10,-4.75,-6.36,1735
Nässjö,Södra Åker-Åkershäll-Södergården,30,3,0.02,0.00,3.40,1.10,-3.82,-6.12,1367
Nässjö,Åker-Målen,15,0,0.01,0.00,2.71,,-4.71,,1668
Nässjö,Östra Runneryd,18,1,0.01,0.00,2.89,0.00,-4.50,-7.39,1621
Ockelbo,Ockelbo tätort,50,3,0.02,0.00,3.91,1.10,-3.95,-6.76,2590
Ockelbo,Ockelbos omland,24,4,0.01,0.00,3.18,1.39,-4.61,-6.40,2405
Olofström,Jämshög-Jämshög närområde,25,3,0.02,0.00,3.22,1.10,-4.03,-6.15,1410
Olofström,Kyrkhult-Kyrkhult närområde,13,0,0.02,0.00,2.56,,-4.17,,845
Olofström,Olofström sydöstra-Gränum,8,0,0.01,0.00,2.08,,-4.95,,1131
Olofström,Olofströms omland-Vilshult,15,0,0.01,0.00,2.71,,-4.49,,1337
Olofström,Olofströms tätort nordvästra-Vilboken,15,0,0.01,0.00,2.71,,-4.61,,1513
Olofström,Olofströms tätort nordöstra-Brännaregården,44,4,0.02,0.00,3.78,1.39,-3.70,-6.10,1787
Olofström,Olofströms tätort norra-centrala,20,1,0.01,0.00,3.00,0.00,-4.48,-7.47,1762
Olofström,Olofströms tätort södra-Nordenbergsskolan,20,2,0.01,0.00,3.00,0.69,-4.32,-6.62,1502
Orsa,Orsa centrala,53,5,0.02,0.00,3.97,1.61,-4.04,-6.40,3006
Orsa,Orsa nordvästra,10,0,0.01,0.00,2.30,,-4.25,,698
Orsa,Orsa omland,21,2,0.02,0.00,3.04,0.69,-3.94,-6.30,1084
Orsa,Orsa sydöstra,14,1,0.01,0.00,2.64,0.00,-4.41,-7.05,1153
Orust,Ellös,21,0,0.02,0.00,3.04,,-3.88,,1015
Orust,Henån,45,4,0.02,0.00,3.81,1.39,-3.83,-6.25,2072
Orust,Morlanda-Tegneby-Stala,42,2,0.01,0.00,3.74,0.69,-4.31,-7.36,3140
Orust,Svanesund,39,0,0.02,0.00,3.66,,-3.86,,1849
Orust,Torp-Myckleby-Långelanda,33,1,0.01,0.00,3.50,0.00,-4.53,-8.02,3054
Orust,Varekil,7,0,0.01,0.00,1.95,,-4.83,,873
Orust,Västra Orust,12,1,0.01,0.00,2.48,0.00,-4.42,-6.91,1001
Osby,Killeberg-Loshult-Hökön,10,0,0.01,0.00,2.30,,-4.65,,1050
Osby,Lönsboda,37,2,0.02,0.00,3.61,0.69,-3.82,-6.74,1692
Osby,Lönsboda omland,8,0,0.01,0.00,2.08,,-4.53,,743
Osby,Osby norra,52,1,0.01,0.00,3.95,0.00,-4.33,-8.28,3963
Osby,Osby omland,9,0,0.01,0.00,2.20,,-4.67,,958
Osby,Osby södra,27,2,0.01,0.00,3.30,0.69,-4.52,-7.12,2481
Oskarshamn,Bockara-Påskallavik,38,1,0.01,0.00,3.64,0.00,-4.42,-8.06,3150
Oskarshamn,Döderhult-Svalliden,25,1,0.01,0.00,3.22,0.00,-4.51,-7.73,2275
Oskarshamn,Gröndal-Åsa,18,1,0.01,0.00,2.89,0.00,-4.75,-7.64,2087
Oskarshamn,Hummlekärrshult-Mockebo-Saltvik,20,1,0.01,0.00,3.00,0.00,-4.93,-7.93,2773
Oskarshamn,Kristdala-Fårbo-Figeholm,56,2,0.02,0.00,4.03,0.69,-4.16,-7.49,3576
Oskarshamn,Kristineberg-Mysingsö,33,1,0.01,0.00,3.50,0.00,-4.53,-8.02,3046
Oskarshamn,Norrtorn-Orrängen,24,0,0.01,0.00,3.18,,-4.65,,2511
Oskarshamn,Oskarshamns centrum,70,1,0.02,0.00,4.25,0.00,-3.79,-8.04,3104
Ovanåker,Alfta,45,8,0.02,0.00,3.81,2.08,-4.00,-5.73,2457
Ovanåker,Edsbyn,68,7,0.02,0.00,4.22,1.95,-4.11,-6.39,4155
Ovanåker,Ovanåkers landsbygd,27,6,0.01,0.00,3.30,1.79,-4.76,-6.27,3163
Oxelösund,Oxelösund norra,30,1,0.02,0.00,3.40,0.00,-3.69,-7.09,1204
Oxelösund,Oxelösund norra omland,15,2,0.01,0.00,2.71,0.69,-4.35,-6.36,1157
Oxelösund,Oxelösund södra omland,26,3,0.02,0.00,3.26,1.10,-4.16,-6.32,1666
Oxelösund,Oxelösund västra,52,3,0.02,0.00,3.95,1.10,-3.93,-6.78,2646
Oxelösund,Oxelösund östra,52,9,0.02,0.00,3.95,2.20,-4.14,-5.89,3265
Pajala,Pajala centralort,38,1,0.02,0.00,3.64,0.00,-3.80,-7.44,1702
Pajala,Pajala omland,86,3,0.02,0.00,4.45,1.10,-3.70,-7.05,3468
Partille,Björndammen,24,1,0.01,0.00,3.18,0.00,-4.75,-7.92,2762
Partille,Brattåskärr,27,6,0.02,0.00,3.30,1.79,-4.16,-5.67,1735
Partille,Furulund,59,1,0.03,0.00,4.08,0.00,-3.40,-7.48,1764
Partille,Furuskog-Skulltorp,26,2,0.01,0.00,3.26,0.69,-4.79,-7.36,3132
Partille,Kåhög-Jonsered-Jonsered omland,23,1,0.01,0.00,3.14,0.00,-4.51,-7.64,2084
Partille,Lexby-Lexby omland,13,0,0.01,0.00,2.56,,-4.91,,1761
Partille,Mellby-Björnekulla,13,2,0.01,0.00,2.56,0.69,-4.97,-6.84,1877
Partille,Norra Sävedalen,47,5,0.01,0.00,3.85,1.61,-4.36,-6.60,3683
Partille,Oluff Nilssons väg,17,2,0.01,0.00,2.83,0.69,-4.61,-6.75,1704
Partille,Partille centrum,24,2,0.01,0.00,3.18,0.69,-4.41,-6.90,1984
Partille,Puketorp,15,1,0.01,0.00,2.71,0.00,-4.72,-7.43,1683
Partille,Södra Sävedalen,13,2,0.01,0.00,2.56,0.69,-4.68,-6.55,1395
Partille,Vallhamra,28,0,0.01,0.00,3.33,,-4.29,,2038
Partille,Västra Öjersjö,6,0,0.00,0.00,1.79,,-5.71,,1808
Partille,Östra Öjersjö,9,1,0.00,0.00,2.20,0.00,-5.31,-7.51,1830
Perstorp,Perstorp nordvästra tätorten,8,0,0.01,0.00,2.08,,-5.16,,1395
Perstorp,Perstorp nordöstra tätorten,41,7,0.03,0.01,3.71,1.95,-3.38,-5.15,1210
Perstorp,Perstorp omland,5,0,0.00,0.00,1.61,,-5.37,,1078
Perstorp,Perstorp sydvästra tätorten,13,0,0.01,0.00,2.56,,-4.52,,1197
Perstorp,Perstorp sydöstra tätorten,12,0,0.01,0.00,2.48,,-4.60,,1195
Piteå,Annelund-Backen,15,0,0.01,0.00,2.71,,-4.64,,1557
Piteå,Bergsviken,12,0,0.01,0.00,2.48,,-5.05,,1869
Piteå,Djupviken-Fårön södra-Berget,42,4,0.01,0.00,3.74,1.39,-4.32,-6.67,3143
Piteå,Hortlax-Hemlunda-Hemmingsmark,27,0,0.01,0.00,3.30,,-4.37,,2131
Piteå,Klubbgärdet-Munksund-Skuthamn,52,1,0.01,0.00,3.95,0.00,-4.31,-8.26,3875
Piteå,Markbygden-Sikfors-Sjulsmark,21,0,0.01,0.00,3.04,,-4.71,,2332
Piteå,Norrfjärden,31,3,0.02,0.00,3.43,1.10,-3.90,-6.24,1534
Piteå,Pite älvdal-Infjärden-Blåsmark,35,0,0.01,0.00,3.56,,-4.54,,3273
Piteå,Piteå centrum,102,1,0.03,0.00,4.62,0.00,-3.46,-8.08,3234
Piteå,Piteå centrum,45,1,0.02,0.00,3.81,0.00,-4.02,-7.83,2508
Piteå,Piteå kustnära områden,14,1,0.01,0.00,2.64,0.00,-4.99,-7.63,2058
Piteå,Rosvik,10,0,0.01,0.00,2.30,,-5.01,,1501
Piteå,Svartudden-Strömnäs-Pitholm norra,20,1,0.01,0.00,3.00,0.00,-4.79,-7.79,2409
Piteå,Öjebyn,49,1,0.01,0.00,3.89,0.00,-4.41,-8.30,4019
Ragunda,Hammarstrand,32,0,0.03,0.00,3.47,,-3.46,,1019
Ragunda,Ragunda nordöstra,14,0,0.01,0.00,2.64,,-4.54,,1313
Ragunda,Ragunda sydöstra,17,0,0.02,0.00,2.83,,-4.10,,1026
Ragunda,Ragunda västra,21,0,0.02,0.00,3.04,,-3.96,,1106
Robertsfors,Robertsfors,38,0,0.02,0.00,3.64,,-3.78,,1667
Robertsfors,Robertsfors centrala omland,12,0,0.01,0.00,2.48,,-4.43,,1007
Robertsfors,Robertsfors norra omland,24,2,0.02,0.00,3.18,0.69,-4.03,-6.52,1351
Robertsfors,Robertsfors södra omland,19,1,0.01,0.00,2.94,0.00,-4.41,-7.36,1566
Ronneby,Backaryd-Hallabro,19,0,0.01,0.00,2.94,,-4.23,,1305
Ronneby,Bräkne-Hoby,40,0,0.02,0.00,3.69,,-4.19,,2631
Ronneby,Ekenäs-Sörby-Påtorp,70,3,0.02,0.00,4.25,1.10,-4.14,-7.29,4412
Ronneby,Hasselstad-Eringsboda,17,0,0.02,0.00,2.83,,-4.18,,1112
Ronneby,Hulta,12,0,0.01,0.00,2.48,,-4.79,,1440
Ronneby,Kallinge,61,1,0.02,0.00,4.11,0.00,-4.18,-8.30,4005
Ronneby,Ronneby centrum,47,1,0.02,0.00,3.85,0.00,-4.11,-7.96,2870
Ronneby,Saxemara-Listerby-Johannishus,50,0,0.01,0.00,3.91,,-4.37,,3941
Ronneby,Älgbacken-Hjorthöjden,44,1,0.02,0.00,3.78,0.00,-4.02,-7.80,2446
Rättvik,Rättvik centrum-Sjurberg,32,3,0.02,0.00,3.47,1.10,-4.02,-6.38,1775
Rättvik,Rättvik nordöstra,45,1,0.03,0.00,3.81,0.00,-3.53,-7.34,1537
Rättvik,Rättvik norra omland,15,0,0.02,0.00,2.71,,-4.14,,944
Rättvik,Rättvik norra-Vikarbyn,15,1,0.01,0.00,2.71,0.00,-4.37,-7.08,1189
Rättvik,Rättvik södra,25,0,0.01,0.00,3.22,,-4.27,,1781
Rättvik,Rättvik södra omland,22,2,0.01,0.00,3.09,0.69,-4.64,-7.04,2289
Sala,Sala centralt,51,4,0.02,0.00,3.93,1.39,-4.19,-6.74,3378
Sala,Sala omland norra,45,2,0.01,0.00,3.81,0.69,-4.53,-7.64,4172
Sala,Sala omland södra,32,2,0.01,0.00,3.47,0.69,-4.60,-7.38,3196
Sala,Sala stad övriga,55,10,0.01,0.00,4.01,2.30,-4.48,-6.19,4865
Sala,Åkra-Jakobsberg-Bryggeriet,92,13,0.03,0.00,4.52,2.56,-3.59,-5.55,3333
Salem,Rönninge,46,9,0.01,0.00,3.83,2.20,-4.71,-6.34,5092
Salem,Salem västra,15,4,0.01,0.00,2.71,1.39,-4.64,-5.96,1549
Salem,Salem östra,31,4,0.01,0.00,3.43,1.39,-4.65,-6.70,3235
Salem,Salems centrum,48,7,0.01,0.00,3.87,1.95,-4.20,-6.13,3201
Sandviken,Järbo,31,2,0.02,0.00,3.43,0.69,-3.95,-6.69,1613
Sandviken,Kungsgården,16,1,0.02,0.00,2.77,0.00,-4.09,-6.87,959
Sandviken,Sandviken centrum,80,11,0.01,0.00,4.38,2.40,-4.24,-6.22,5545
Sandviken,Sandviken nordöstra tätorten,42,5,0.02,0.00,3.74,1.61,-3.74,-5.86,1761
Sandviken,Sandviken södra tätorten,73,5,0.01,0.00,4.29,1.61,-4.48,-7.16,6424
Sandviken,Sandviken västra tätorten,61,4,0.01,0.00,4.11,1.39,-4.52,-7.24,5585
Sandviken,Sandviken östra tätort,14,0,0.01,0.00,2.64,,-4.89,,1866
Sandviken,Sandvikens norra omland,20,2,0.01,0.00,3.00,0.69,-4.97,-7.27,2871
Sandviken,Sandvikens södra omland,44,3,0.02,0.00,3.78,1.10,-4.18,-6.87,2883
